Grammar,Swedish,English,Type,Examples
,hälsosam,healthy,adjective,
en,skalle,skull,noun-en,
ett,spädbarn,infant,noun-ett,
ett,domslut,judgment,noun-ett,
att,dyrka,worship,verb,
en,utmärkelse,award,noun-en,
en,katalog,catalog,noun-en,
ett,bredband,broadband,noun-ett,
,kemi,chemistry,noun,
ett,foster,fetal,noun-ett,
en,tillfällighet,coincidence,noun-en,
,enastående,outstanding,adjective,
,rökning,smoking,noun-en,
,trots,despite,noun-ett,
en,muta,bribe,noun-en,
en,motgång,adversity,noun-en,
en,människosyn,mankind,noun-en,
att,omvända,reverse,verb,
ett,sammanbrott,breakdown,noun-ett,
,auktoritär,authoritarian,adjective,
en,bebis,baby,noun-en,
ett,fat,barrel,noun-ett,
,hunger,hunger,noun-en,
en,metafor,metaphor,noun-en,
att,understödja,support,verb,
att,anamma,embrace,verb,
att,arrestera,arrest,verb,
en,barriär,barrier,noun-en,
en,best,best,noun-en,
en,fästning,fortress,noun-en,
,immateriell,intellectual,adjective,
,vansinne,madness,noun-ett,
att,involvera,involve,verb,
,hopplös,hopeless,adjective,
att,införliva,incorporate,verb,
,tacksamhet,gratitude,noun-en,
att,återkalla,recall,verb,
,jämnt,level,adjective,
en,extremist,extremist,noun-en,
en,civilbefolkning,civilian population,noun-en,
,förtvivlan,despair,noun-en,
en,löntagare,earner,noun-en,
,åratal,years,noun,e.g. i åratal
att,överträffa,exceed,verb,
,flitig,diligent,adjective,
att,härleda,derive,verb,
en,greve,count,noun-en,
,internt,internal,adverb,
,soppa,soup,noun-en,
,tvivelaktig,doubtful,adjective,
,ändamålsenlig,appropriate,adjective,
en,byråkrat,bureaucrat,noun-en,
,lagstiftande,legislative,adjective,
,civiliserad,civilized,adjective,
ett,fjäll,mountain,noun-ett,
att,knäcka,crack,verb,
,likgiltig,indifferent,adjective,
en,nationalist,nationalist,noun-en,
,offensiv,offensive,adjective,
,socialbidrag,welfare,noun-ett,
att,befästa,consolidate,verb,
en,väninna,friend,noun-en,
en,blixt,flash,noun-en,
,bevisligen,demonstrably,adverb,
,fräsch,fresh,adjective,e.g. fräscha upp
,ivrig,eager,adjective,
en,mus,mouse,noun-en,
ett,tillkännagivande,announcement,noun-ett,
,lojal,loyal,adjective,
ett,småföretag,smes,noun-ett,
,terapi,therapy,noun-en,
att,undanta,exclude,verb,
en,frekvens,frequency,noun-en,
,givande,rewarding,adjective,
,i,in,prep,
,komisk,comic,adjective,
,kostnadsfri,free,adjective,
en,uniform,uniform,noun-en,
en,utfrågning,hearing,noun-en,
,godhet,goodness,noun-en,
att,tysta,silent,verb,
en,bombning,bombing,noun-en,
,engelskspråkig,english,adjective,
ett,beslag,fittings,noun-ett,
en,vapenvila,truce,noun-en,
,buller,noise,noun-ett,
en,intervention,intervention,noun-en,
,lagring,storage,noun-en,
att,utbyta,exchange,verb,
ett,svin,swine,noun-ett,
,lagom,moderate,adjective,
en,doktrin,doctrine,noun-en,
en,klick,click,noun-en,
att,stämpla,stamp,verb,
,uppfostran,upbringing,noun-en,
,bilateral,bilateral,adjective,
en,bostadsrätt,condominium,noun-en,
en,iakttagelse,observation,noun-en,
,på,on,adverb,
att,påskynda,wing,verb,
att,sponsra,sponsor,verb,
ett,avbrott,interruption,noun-ett,
ett,bestånd,stock,noun-ett,
en,hantverkare,craftsman,noun-en,
,sjukskrivning,sick,noun-en,
att,slakta,slaughter,verb,
att,uppröra,upset,verb,
en,besittning,possession,noun-en,
en,fasa,horror,noun-en,
en,konfrontation,confrontation,noun-en,
,trådlös,wireless,adjective,
en,pub,pub,noun-en,
en,biverkning,side effect,noun-en,
en,dragning,drawing,noun-en,
,logiskt,logically,adverb,
,österut,east,adverb,
en,deckare,dick,noun-en,
,dåtid,past tense,noun-en,e.g. dåtidens seder
,cynisk,cynical,adjective,
,poetisk,poetic,adjective,
,kostsam,costly,adjective,
,misslyckad,unsuccessful,adjective,
,prioritet,priority,noun-en,
en,fascist,fascist,noun-en,
en,frestelse,temptation,noun-en,
att,trösta,comfort,verb,
,uppriktigt,sincerely,adverb,
,världsekonomi,world economy,noun-en,
att,summera,sum,verb,
ett,fängelsestraff,imprisonment,noun-ett,
en,invigning,inauguration,noun-en,
en,revisor,auditor,noun-en,
,samisk,sami,adjective,
,så,so,adverb,
att,underminera,undermine,verb,
ett,medgivande,consent,noun-ett,
en,tvätt,laundry,noun-en,
en,guvernör,governor,noun-en,
,adekvat,adequate,adjective,
att,brottas,wrestle,verb,
ett,hantverk,crafts,noun-ett,
,minus,minus,adverb,
att,fullborda,complete,verb,
,latinsk,latin,adjective,
att,stabilisera,stabilize,verb,
en,kvantitet,quantity,noun-en,
en,huvudroll,role,noun-en,
en,hög,high,noun-en,
,knepig,tricky,adjective,
en,överblick,overview,noun-en,
att,berömma,praise,verb,
,räckvidd,scope,noun-en,
,utifrån,from,adverb,
,västlig,westerly,adjective,
,skicklighet,skill,noun-en,
att,bestraffa,punish,verb,
en,spik,nail,noun-en,
en,akademiker,graduates,noun-en,
ett,författarskap,authorship,noun-ett,
att,närvara,attend,verb,
att,sola,sunbathing,verb,
en,association,association,noun-en,
,exil,exile,noun-en,e.g. i exil
ett,förbehåll,reservation,noun-ett,
att,hämma,inhibit,verb,
att,nominera,nominate,verb,
att,viska,whisper,verb,
en,koalition,coalition,noun-en,
,spektakulär,spectacular,adjective,
,teoretiskt,theoretical,adverb,
en,handfull,handful,noun-en,
en,ugn,oven,noun-en,
en,geografi,geography,noun-en,
en,meditation,meditation,noun-en,
en,betoning,emphasis,noun-en,
en,brevlåda,mailbox,noun-en,
att,förfoga,dispose,verb,
att,heja,cheer,verb,
,ironisk,ironic,adjective,
en,skrivare,printer,noun-en,
,valdeltagande,turnout,noun-ett,
ett,lamm,lamb,noun-ett,
att,berika,enrich,verb,
en,brytning,accent,noun-en,
,flyktingpolitik,refugee policy,noun-en,
,porr,porn,noun-en,
att,flöda,flow,verb,
en,revolt,revolt,noun-en,
,snällt,nice,adverb,
,vika,fold,adverb,
ett,ekosystem,ecosystem,noun-ett,
,heterosexuell,heterosexual,adjective,
en,kolumn,column,noun-en,
en,lyssnare,listener,noun-en,
,möjligt,possible,adverb,
att,utebli,absent,verb,
att,underkasta,subjecting,verb,
en,salong,salon,noun-en,
,sjöfart,shipping,noun-en,
en,tapet,wallpaper,noun-en,
,bråttom,in a hurry,adverb,
ett,kraftverk,power plant,noun-ett,
att,spotta,spit,verb,
att,duscha,showering,verb,
att,attrahera,attract,verb,
ett,måste,must,noun-ett,
,ovannämnd,aforementioned,adjective,
en,tänkare,thinker,noun-en,
en,morot,carrot,noun-en,
att,censurera,censor,verb,
en,lagtext,legal text,noun-en,
att,lindra,relieve,verb,
,vilse,astray,adverb,
en,förenkling,simplification,noun-en,
att,tolerera,tolerate,verb,
,löst,loosely,adverb,
,sankt,st,adjective,
,överflödig,superfluous,adjective,
att,omnämna,mention,verb,
ett,pund,pound,noun-ett,
ett,slöseri,waste,noun-ett,
en,formel,formula,noun-en,
en,drink,drink,noun-en,
en,förväntan,anticipation,noun-en,
en,lunga,lung,noun-en,
en,vårdcentral,health center,noun-en,
,ödmjukhet,humility,noun-en,
en,överdrift,exaggeration,noun-en,
,häpnadsväckande,amazing,adjective,
att,urskilja,distinguish,verb,
en,frigörelse,liberation,noun-en,
,monetär,monetary,adjective,
,tobak,tobacco,noun-en,
,tråkigt,dull,adverb,
att,förordna,order,verb,
en,femma,fifth,noun-en,
en,livslängd,life span,noun-en,
,sval,cool,adjective,
ett,telefonnummer,phone number,noun-ett,
en,analytiker,analyst,noun-en,
att,avspegla,reflect,verb,
,psykiatrisk,psychiatric,adjective,
en,rebell,rebel,noun-en,
att,droppa,drip,verb,
att,tugga,chew,verb,
ett,kval,pangs,noun-ett,
en,läroplan,curriculum,noun-en,
en,psalm,psalm,noun-en,
,sårbar,vulnerable,adjective,
en,kår,corps,noun-en,
,luthersk,lutheran,adjective,
,stel,rigid,adjective,
att,tydliggöra,clarifying,verb,
,barnslig,childish,adjective,
en,betraktelse,viewing,noun-en,
att,fortgå,continue,verb,
,optimistisk,optimistic,adjective,
en,tillfredsställelse,satisfaction,noun-en,
,välmående,prosperous,adjective,
att,applicera,apply,verb,
en,förkortning,shortening,noun-en,
att,jämställa,equate,verb,
,runt,around,adverb,
att,välsigna,bless,verb,
en,donation,donation,noun-en,
,laddad,charged,adjective,
ett,monument,monument,noun-ett,
att,blomma,flower,verb,
en,hona,female,noun-en,
en,prick,dot,noun-en,
,humanistisk,humanistic,adjective,
en,intressent,stakeholder,noun-en,
en,parameter,parameter,noun-en,
att,sopa,sweep,verb,
ett,streck,line,noun-ett,
en,ikon,icon,noun-en,
en,insekt,insect,noun-en,
ett,dotterbolag,subsidiaries,noun-ett,
en,irakier,iraqi,noun-en,
en,istid,ice age,noun-en,
,till,to,adverb,
en,försening,delay,noun-en,
en,färja,ferry,noun-en,
,förståelig,understandable,adjective,
att,prenumerera,subscribe,verb,
,ansluten,connected,adjective,
,romantik,romance,noun-en,
,bisarr,bizarre,adjective,
att,förfalla,decay,verb,
ett,lås,lock,noun-ett,
,principiellt,principle,adverb,
,samförstånd,consensus,noun-ett,
,jazz,jazz,noun-en,
en/ett,ritual,ritual,noun-en/-ett,
ett,segel,sail,noun-ett,
,exotisk,exotic,adjective,
ett,informationssamhälle,information society,noun-ett,
en,lukt,smell,noun-en,
att,skrapa,scrape,verb,
att,uppgradera,upgrade,verb,
en,mäklare,broker,noun-en,
att,reservera,reserving,verb,
en,bur,cage,noun-en,
att,snöa,snow,verb,
att,anteckna,note,verb,
en,box,box,noun-en,
en,korsning,crossing,noun-en,
att,legitimera,legitimize,verb,
,förfärlig,awful,adjective,
,förvånansvärt,surprisingly,adverb,
att,kretsa,gyrate,verb,
att,implementera,implement,verb,
ett,alster,article,noun-ett,
en,energikälla,energy,noun-en,
,livsfarlig,lethal,adjective,
,livskvalitet,quality of life,noun-en,
,måttlig,moderate,adjective,
,tryggt,safely,adverb,
en,bäck,stream,noun-en,
,förtal,slander,noun-ett,
,förutsägbar,predictable,adjective,
att,intensifiera,intensify,verb,
en,naturresurs,natural,noun-en,
,otänkbar,unthinkable,adjective,
ett,varsel,notice,noun-ett,
ett,tillbehör,accessories,noun-ett,
,betong,concrete,noun-en,
en,nybörjare,beginner,noun-en,
en,ruin,ruin,noun-en,
ett,sortiment,assortment,noun-ett,
en,nyans,shade,noun-en,
att,uppbära,support,verb,
,arkeologisk,archaeological,adjective,
en,okunnighet,ignorance,noun-en,
ett,anseende,reputation,noun-ett,
en,förbannelse,curse,noun-en,
att,jubla,cheer,verb,
ett,lejon,lion,noun-ett,
en,session,session,noun-en,
att,effektivisera,streamline,verb,
,hotfull,threatening,adjective,
,miljöpolitik,environmental policy,noun-en,
ett,storföretag,corporations,noun-ett,
,suveränitet,sovereignty,noun-en,
,utanför,outside,adverb,
en,landshövding,governor,noun-en,
ett,statsbidrag,government grants,noun-ett,
,storslagen,grand,adjective,
att,separera,separate,verb,
,firande,celebration,noun,
en,hyllning,tribute,noun-en,
,oljepris,oil,noun-ett,
,biologi,biology,noun-en,
,rimligtvis,reasonably,adverb,
ett,arbetarparti,working party,noun-ett,
att,beskåda,view,verb,
,briljant,brilliant,adjective,
en,lott,lottery,noun-en,
att,kidnappa,kidnap,verb,
,girighet,greed,noun-en,
att,härröra,originate,verb,
,på,on,adverb,
att,framlägga,present,verb,
att,förorsaka,cause,verb,
en,häck,hedge,noun-en,
en,hemvist,residence,noun-en,
ett,andetag,breath,noun-ett,
,berusad,drunk,adjective,
att,tortera,torture,verb,
,kanadensisk,canadian,adjective,
,protestantisk,protestant,adjective,
en,läktare,platform,noun-en,
en,marxist,marxist,noun-en,
att,peta,poke,verb,
,sakkunnig,expert,adjective,
en,svängning,oscillation,noun-en,
att,tanka,refuel,verb,
,sympatisk,sympathetic,adjective,
en,översikt,overview,noun-en,
,midnatt,midnight,noun-en,
en,amatör,amateur,noun-en,
att,befalla,command,verb,
en,handledare,supervisor,noun-en,
en,bostadsmarknad,housing market,noun-en,
att,klappa,pat,verb,
,media,media,noun,(plural)
,när,when,adverb,
en,pil,arrow,noun-en,
en,rättsstat,rule,noun-en,
en,röra,move,noun-en,
att,vålla,cause,verb,
,blygsam,modest,adjective,
en,exponering,exposure,noun-en,
,närområde,vicinity,noun-ett,
,otrogen,unfaithful,adjective,
att,varva,layering,verb,
en,regent,regent,noun-en,
en,bunt,bundle,noun-en,
att,fostra,mother,verb,
,funktionell,functional,adjective,
,klinisk,clinical,adjective,
en,värdegrund,values,noun-en,
att,förutsäga,predict,verb,
att,begrunda,contemplate,verb,
,tennis,tennis,noun-en,
en,destination,destination,noun-en,
,taktisk,tactical,adjective,
,österrikisk,austrian,adjective,
att,manifestera,manifest,verb,
att,förakta,despise,verb,
,invandringspolitik,immigration,noun-en,
att,utbrista,exclaim,verb,
,aids,aids,noun,
att,bekanta,familiarize,verb,e.g. bekanta sig
en,utövare,practitioners,noun-en,
att,angå,concerned,verb,
en,förlossning,childbirth,noun-en,
en,återgång,return,noun-en,
en,procedur,procedure,noun-en,
att,äventyra,jeopardize,verb,
ett,rep,rope,noun-ett,
att,sväva,float,verb,
en,diet,diet,noun-en,
ett,filter,filter,noun-ett,
,gratis,free,adjective,
,legendarisk,legendary,adjective,
ett,plagg,garment,noun-ett,
en,impuls,impulse,noun-en,
en,parkering,parking,noun-en,
en,beståndsdel,ingredient,noun-en,
,brottslig,criminal,adjective,
en,årstid,season,noun-en,
att,underlåta,fail,verb,
en,episod,episode,noun-en,
en,kock,chef,noun-en,
en,affärsman,businessman,noun-en,
en,högkonjunktur,boom,noun-en,
en,lur,lur,noun-en,
,nu,now,noun-ett,
,opinionsbildning,advocacy,noun-en,
en,premiss,premise,noun-en,
att,insistera,insist,verb,
en,grafik,graphics,noun-en,
en,munk,monk,noun-en,
en,skörd,harvest,noun-en,
en,dräkt,apparel,noun-en,
en,galenskap,madness,noun-en,
,franska,french,noun-en,
en,pistol,gun,noun-en,
att,pyssla,tweaking,verb,
att,urholka,hollowing,verb,
en,galning,madman,noun-en,
ett,hugg,grab,noun-ett,
en,preferens,preference,noun-en,
ett,uppslag,lookup,noun-ett,
att,exploatera,exploit,verb,
att,förväxla,confuse,verb,
en,tomat,tomato,noun-en,
en,ocean,ocean,noun-en,
en,cyklist,cyclist,noun-en,
en,näve,fist,noun-en,
en,omstrukturering,restructuring,noun-en,
,restriktiv,restrictive,adjective,
att,skina,shine,verb,
en,skulptur,sculpture,noun-en,
en,ättling,descendant,noun-en,
ett,helgon,saint,noun-ett,
att,utstå,endure,verb,
att,envisas,persist,verb,
,pedagogik,pedagogy,noun-en,
en,postning,mailing,noun-en,
att,trygga,secure,verb,
,uppmärksam,attentive,adjective,
att,bädda,embedding,verb,
,fuktig,damp,adjective,
ett,fundament,foundation,noun-ett,
en,reformation,reformation,noun-en,
att,grilla,grill,verb,
en,italienare,italian,noun-en,
en,famn,bosom,noun-en,
,genomgripande,profound,adjective,
,skägg,beard,noun-ett,
att,slappna,confidence,verb,e.g. slappna av
en,medalj,medal,noun-en,
,expansiv,expansive,adjective,
,matlagning,cooking,noun-en,
en,rytm,rhythm,noun-en,
en,elefant,elephant,noun-en,
,patetisk,pathetic,adjective,
ett,batteri,battery,noun-ett,
att,tippa,tip,verb,
en,ambulans,ambulance,noun-en,
en,bearbetning,processing,noun-en,
ett,huvudkontor,head office,noun-ett,
att,precisera,pinpoint,verb,
en,folkmassa,crowd,noun-en,
,ohållbar,untenable,adjective,
en,revision,audit,noun-en,
att,såra,hurt,verb,
en,mix,mix,noun-en,
en,vy,view,noun-en,
en,diplomat,diplomat,noun-en,
en,affisch,poster,noun-en,
att,associera,associate,verb,
en,kalkyl,calculation,noun-en,
,konstgjord,artificial,adjective,
en,polack,pole,noun-en,
en,renovering,renovation,noun-en,
en,maffia,mob,noun-en,
en,snickare,carpenter,noun-en,
en,teolog,theologian,noun-en,
,väster,west,prep,
en,kontinuitet,continuity,noun-en,
,marginell,marginal,adjective,
,ojämn,uneven,adjective,
att,skoja,spoofing,verb,
ett,tangentbord,keyboard,noun-ett,
,migration,migration,noun-en,
en,säck,sack,noun-en,
en,körning,driving,noun-en,
,blond,blonde,adjective,
en,dygd,virtue,noun-en,
en,förorening,pollution,noun-en,
,svenskspråkig,swedish,adjective,
,lera,clay,noun-en,
en,befattning,position,noun-en,
ett,föredöme,model,noun-ett,
,genetiskt,genetically,adverb,
att,sucka,sigh,verb,
att,framhäva,highlighting,verb,
ett,laboratorium,laboratory,noun-ett,
att,strypa,strangle,verb,
,kroppslig,physical,adjective,
en,pool,pool,noun-en,
,sionism,zionism,noun-en,
ett,uttag,socket,noun-ett,
en,begynnelse,initial,noun-en,
,likartad,similar,adjective,
en,slakt,slaughter,noun-en,
,naturvetenskap,natural science,noun-en,
en,premie,premium,noun-en,
,snus,snuff,noun-ett,
att,tillgå,available,verb,
,vadå,what,interj,
ett,valresultat,election results,noun-ett,
,västerut,west,adverb,
en,diamant,diamond,noun-en,
en,kulle,hill,noun-en,
att,avlyssna,intercept,verb,
,bärbar,portable,adjective,
en,förkylning,cold,noun-en,
ett,piano,piano,noun-ett,
en,plåga,torment,noun-en,
att,signalera,signal,verb,
en,snubbe,dude,noun-en,
en,eftergift,remission,noun-en,
en,major,major,noun-en,
en,veterinär,veterinary,noun-en,
en,utopi,utopia,noun-en,
att,författa,write,verb,
en,gräsmatta,lawn,noun-en,
att,bifoga,attach,verb,
att,parkera,park,verb,
ett,fastland,mainland,noun-ett,
en,mentalitet,mentality,noun-en,
ett,slagfält,battlefield,noun-ett,
en,stimulans,stimulus,noun-en,
ett,proffs,pro,noun-ett,
en,ekvation,equation,noun-en,
en,repris,repeat,noun-en,
,rådgivande,advisory,adjective,
,vinnande,winning,adjective,
,diskret,discreet,adjective,
en,befallning,command,noun-en,
en,pipa,pipe,noun-en,
en,kjol,skirt,noun-en,
en,bubbla,bubble,noun-en,
ett,mirakel,miracle,noun-ett,
,hednisk,pagan,adjective,
en,lök,onion,noun-en,
en,infektion,infection,noun-en,
en,integrering,integration,noun-en,
att,uträtta,do,verb,
en,älskling,darling,noun-en,
en,pedagog,educator,noun-en,
,kvalitativ,qualitative,adjective,
en,motorcykel,motorbike,noun-en,
en,styrelseledamot,board member,noun-en,
,tvärt,abruptly,adverb,
en,domän,domain,noun-en,
ett,subjekt,subject,noun-ett,
en,fana,banner,noun-en,
en,fax,fax,noun-en,
att,belasta,load,verb,
en,föreläsare,lecturer,noun-en,
en,lagstiftare,legislator,noun-en,
ett,högkvarter,headquarters,noun-ett,
att,fascinera,fascinate,verb,
,fånig,silly,adjective,
en,administratör,administrator,noun-en,
,förälskad,in love,adjective,
att,gagna,benefit,verb,
att,modifiera,modify,verb,
att,realisera,realize,verb,
